Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,4,Male,39,3,3,Sales Executive,3,8628,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
41,Yes,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,1,2,Female,94,3,2,Sales Executive,4,5993,19479,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525,2,Female,32,3,3,Manufacturing Director,2,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59,3,3,Manufacturing Director,3,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,4317,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,10096,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,child,98,3,1,Laboratory Technician,1,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
31,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4,child,48,3,2,Laboratory Technician,4,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,2,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,2321,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,child,73,3,2,Sales Executive,1,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
44,No,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,10248,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17
36,No,Travel_Rarely,1299,Research & Development,27,3,Medical,1,13,3,child,94,3,2,Healthcare Representative,3,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,2064,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
37,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,347,4,child,82,4,2,Research Scientist,1,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
31,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,4,Male,56,2,2,Manufacturing Director,4,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4
36,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,1,321,2,child,52,3,1,Human Resources,3,2267,25657,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,child,63,3,1,Research Scientist,2,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,2838,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,child,38,1,1,Laboratory Technician,3,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,3,Female,100,4,3,Manufacturing Director,2,7446,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,child,91,3,1,Laboratory Technician,1,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,child,42,3,1,Research Scientist,4,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
31,No,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,2911,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,1,1504,3,Male,38,2,1,Laboratory Technician,1,2561,5355,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,3,Female,53,2,3,Manufacturing Director,1,10008,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,2,Female,35,4,1,Research Scientist,4,3312,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555,4,Female,67,2,2,Research Scientist,2,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,17567,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,Female,98,2,1,Sales Representative,3,2430,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945,4,child,51,3,1,Research Scientist,3,2259,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
56,No,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,4,child,89,2,2,Sales Executive,1,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,1,Female,54,2,1,Laboratory Technician,1,3646,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,1,Female,67,3,2,Research Scientist,3,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2
49,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,78,3,5,Manager,1,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,child,93,2,2,Manufacturing Director,4,5906,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,4,Male,78,3,1,Laboratory Technician,4,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,child,46,3,5,Research Director,4,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
24,Yes,Travel_Rarely,813,Research & Development,1,3,Medical,1,45,2,Male,61,3,1,Research Scientist,4,2293,3020,2,Y,Yes,16,3,1,80,1,6,2,2,2,0,2,0
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539,3,Male,88,1,4,Research Director,4,14411,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,3,Male,64,3,4,Research Director,3,17639,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,4,Male,86,3,1,Laboratory Technician,1,2018,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,2863,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,4025,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,child,86,2,1,Research Scientist,1,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,94,2,4,Manager,2,17123,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,6397,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
53,No,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,23,1,Female,78,2,4,Manager,4,15427,22021,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,72,2,2,Manufacturing Director,3,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,4,Male,57,3,1,Human Resources,2,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,Male,66,3,3,Healthcare Representative,2,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2
37,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,2090,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,Female,89,3,1,Research Scientist,4,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,child,43,2,2,Sales Executive,2,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,43,2,2,Manufacturing Director,4,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,child,67,3,2,Sales Executive,3,4614,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71,3,2,Sales Executive,1,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
20,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,1,Female,78,2,3,Sales Executive,4,10934,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,4,Female,59,4,4,Manufacturing Director,3,13247,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
