Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,child,44,2,3,Manager,4,Divorced,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,child,77,3,2,Sales Executive,1,Single,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,1,349,4,Male,45,3,2,Sales Executive,4,Divorced,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,Sales Executive,4,Married,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,Married,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,child,70,3,2,Sales Executive,3,Married,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
55,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,3,Married,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,1,Female,78,2,3,Sales Executive,4,Married,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,1,1422,4,child,54,3,4,Research Director,4,Single,5652,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,Sales Executive,4,Married,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53,3,1,Research Scientist,4,Single,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,child,95,3,1,Laboratory Technician,1,Divorced,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,52,2,1,Research Scientist,3,Single,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
37,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,child,46,4,2,Laboratory Technician,3,Married,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,child,91,3,1,Laboratory Technician,1,Married,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,1,Male,41,4,3,Sales Executive,3,Single,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,50,1,1,Sales Representative,3,Single,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,Male,45,3,2,Research Scientist,4,Married,13008,9,Y,No,17,3,2,80,1,9,3,2,2,2,2,1
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,2,child,90,3,2,Sales Executive,2,Single,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,child,83,3,4,Manager,2,Single,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,child,82,1,2,Research Scientist,4,Single,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,child,74,1,1,Research Scientist,3,Single,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,347,4,child,82,4,2,Research Scientist,1,Single,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,child,67,3,2,Sales Executive,3,Married,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,1900,4,Female,58,3,4,Manager,4,Divorced,2437,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,1489,1,Female,40,2,2,Sales Executive,2,Single,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2
34,Yes,Travel_Rarely,699,Research & Development,6,1,Medical,1,31,2,Male,83,3,1,Research Scientist,1,Single,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,child,92,3,3,Sales Executive,1,Divorced,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,Sales Executive,2,Single,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
32,No,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,8,4,Male,79,3,1,Laboratory Technician,4,Single,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
47,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549,2,Male,79,3,2,Laboratory Technician,3,Married,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7
33,No,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,52,3,Female,42,4,2,Sales Executive,1,Married,3193,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
51,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,94,2,4,Manager,2,Divorced,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
41,Yes,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,1,2,Female,94,3,2,Sales Executive,4,Single,19479,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,3,Female,100,4,3,Manufacturing Director,2,Single,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,Female,84,3,2,Sales Executive,1,Married,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,1,Male,40,3,1,Sales Representative,4,Divorced,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,4,Female,82,2,4,Manufacturing Director,2,Single,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,72,2,2,Manufacturing Director,3,Married,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,3,child,71,3,3,Healthcare Representative,3,Married,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
36,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,2068,2,Male,82,4,2,Laboratory Technician,3,Married,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
59,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,81,1,child,99,3,3,Sales Executive,1,Single,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,3,Female,93,3,2,Manufacturing Director,1,Married,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,2,Male,86,3,3,Manufacturing Director,3,Single,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,1515,4,child,69,3,2,Healthcare Representative,3,Single,22049,2,Y,Yes,17,3,1,80,0,14,6,3,0,0,0,0
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,Female,86,2,1,Laboratory Technician,2,Married,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
31,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,36,3,1,Research Scientist,1,Married,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
33,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0
