Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,4,Married,12031,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,96,3,5,2,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,1514,3,Male,96,1,2,2,Married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8
46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,child,92,3,3,1,Divorced,10453,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
50,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,4,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,2,Married,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0
31,No,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,child,86,3,2,4,Divorced,6583,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,1,Single,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,Male,31,2,4,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
35,No,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92,3,3,3,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,3,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,child,96,3,1,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,2,Male,86,3,3,3,Single,10209,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,4,Male,40,3,3,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,child,69,3,4,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
34,Yes,Travel_Rarely,699,Research & Development,6,1,Medical,1,31,2,Male,83,3,1,1,Single,2960,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,4,Married,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
56,No,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,4,child,89,2,2,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,2,Married,10596,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,3,Single,4317,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,1483,2,Male,93,4,2,3,Married,4900,2721,0,Y,No,24,4,1,80,1,13,2,2,12,9,2,8
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,5,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,child,70,3,3,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1985,4,Female,73,3,2,3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,1,Single,1091,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,2026,3,Male,57,3,2,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,47,3,1,4,Married,3210,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83,2,1,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
37,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
37,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,child,66,1,2,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976,4,Male,70,3,4,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32,3,2,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,1,867,3,Female,81,2,4,4,Married,13826,19028,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,2,Divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,4,Single,3117,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486,1,Male,92,3,1,3,Married,2909,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,4,Male,59,3,1,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,2,Single,9278,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,2,Married,11849,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
22,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,4,Single,2871,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,4,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1506,1,Male,72,2,1,3,Divorced,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,3,Married,6799,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4,Male,49,1,3,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,87,3,2,3,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1
46,No,Travel_Rarely,705,Sales,2,4,Marketing,1,38,2,child,83,3,5,1,Single,18947,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,2,Single,4485,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,3,Male,96,3,3,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,3,1,1,Married,2362,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
53,No,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,23,1,Female,78,2,4,4,Married,15427,22021,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1,1520,2,Female,87,3,4,4,Divorced,16032,24456,3,Y,No,20,4,1,80,1,26,2,3,14,9,1,12
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,4,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950,4,Female,80,3,3,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,60,3,1,4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,Male,66,3,4,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2
40,No,Non-Travel,663,Research & Development,9,4,Other,1,1449,3,Male,81,3,2,3,Divorced,3975,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,3,Female,33,3,1,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7
36,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,51,2,child,82,2,1,1,Married,3419,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,child,47,3,2,4,Married,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,1,Single,4284,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,4,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8
36,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,4,Male,42,2,3,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,1,349,4,Male,45,3,2,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,child,66,3,3,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,child,31,3,3,4,Divorced,10793,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
34,No,Travel_Frequently,735,Research & Development,22,4,Other,1,1932,3,Male,86,2,2,4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,4,Male,88,3,4,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951,3,Female,70,2,1,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,child,92,3,2,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,44,3,2,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,child,48,2,2,4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,417,3,Male,48,4,3,4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
53,No,Travel_Rarely,1376,Sales,2,2,Medical,1,981,3,Male,45,3,4,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1936,1,Male,87,3,2,1,Married,5151,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899,4,Male,78,2,3,2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,4,Male,86,3,3,4,Divorced,8500,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6
