Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
55,No,Travel_Rarely,836,Research & Development,8,3,Medical,1,84,4,Female,33,3,4,Manager,3,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,1,Female,66,3,4,Manager,3,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,4,Female,97,3,1,Laboratory Technician,4,1611,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,1,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,94,2,4,Manager,2,17123,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,Sales Executive,4,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,1,Male,41,4,3,Sales Executive,3,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,4,Female,97,3,1,Laboratory Technician,2,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,2,Female,71,4,3,Manager,2,11996,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4,Male,49,1,3,Manufacturing Director,4,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,Male,66,3,4,Research Director,4,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76,3,2,Manufacturing Director,1,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
31,No,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,child,90,1,2,Manufacturing Director,3,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
26,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,2867,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,3,child,35,3,3,Healthcare Representative,2,10466,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,child,87,4,1,Laboratory Technician,2,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,4,Male,70,3,1,Laboratory Technician,1,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,10512,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,80,3,4,Manager,4,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,73,3,2,Sales Executive,4,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2,Laboratory Technician,1,5769,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
43,No,Travel_Rarely,1273,Research & Development,2,2,Medical,1,46,4,Female,72,4,1,Research Scientist,3,2645,21923,1,Y,No,12,3,4,80,2,6,3,2,5,3,1,4
31,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,child,82,1,2,Research Scientist,4,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
34,No,Travel_Rarely,1326,Sales,3,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,1,Male,100,2,1,Research Scientist,1,2362,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,57,3,1,Laboratory Technician,3,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,3,Female,31,3,4,Manager,1,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
44,No,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,10248,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
28,Yes,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,19,3,Male,50,2,1,Laboratory Technician,3,2028,12947,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,child,46,4,1,Laboratory Technician,3,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
29,No,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,7988,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
30,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0
34,No,Travel_Rarely,1346,Research & Development,19,2,Medical,1,18,2,Male,93,3,1,Laboratory Technician,4,2661,8758,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,2,Male,79,3,1,Research Scientist,1,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,32,3,3,Manufacturing Director,1,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,child,98,3,1,Laboratory Technician,1,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,4,Female,66,2,3,Manufacturing Director,3,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,3,Female,77,3,1,Research Scientist,3,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,4,Male,49,3,1,Research Scientist,2,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3
36,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,child,72,4,1,Research Scientist,3,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,child,95,3,4,Manufacturing Director,3,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,child,99,3,1,Research Scientist,2,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
50,Yes,Travel_Rarely,869,Sales,3,2,Marketing,1,47,1,Male,86,2,1,Sales Representative,3,2683,3810,1,Y,Yes,14,3,3,80,0,3,2,3,3,2,0,2
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1506,1,Male,72,2,1,Research Scientist,3,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,3211,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,child,46,3,5,Research Director,4,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960,1,Male,84,3,1,Laboratory Technician,1,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,1,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42,3,2,Manufacturing Director,3,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,child,42,3,1,Research Scientist,4,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,child,44,2,3,Manager,4,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,child,87,3,2,Sales Executive,4,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7
45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,child,52,2,2,Sales Executive,1,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,Male,91,4,1,Research Scientist,3,2451,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1993,1,Male,84,3,3,Healthcare Representative,3,8633,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11
32,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,Male,81,3,1,Laboratory Technician,3,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,88,2,1,Research Scientist,3,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,5343,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,child,60,3,2,Manufacturing Director,4,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,4,child,36,3,2,Healthcare Representative,3,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
56,No,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,4,child,89,2,2,Sales Executive,1,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0
33,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
49,No,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509,3,Female,43,2,2,Laboratory Technician,1,4789,23070,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,6929,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7
24,No,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,4162,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5,Research Director,2,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
32,No,Non-Travel,1146,Research & Development,15,4,Medical,1,1955,3,Female,34,3,2,Healthcare Representative,4,6667,16542,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,child,78,2,3,Healthcare Representative,3,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,3,Male,37,3,4,Manager,3,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67,3,2,Sales Executive,3,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,child,30,4,4,Manager,4,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4
